"id";"anteil";"prozent";"stadtteil";"stadtteilname";"geom";"ds_modified"
1017;11.2523364485981;11.25;"01";"Innere Altstadt";"SRID=4326;POLYGON((13.73989902606685831188 51.04697341542601662923,13.73968117601246241577 51.04699193867158868443,13.73919008653800055697 51.04701820642985410359,13.73841683119153778136 51.04703785618190181594,13.73816543905914855372 51.04704171581447980088,13.73794946049688547873 51.04703280976484336406,13.73778607626733894165 51.04701939041285640997,13.73753844601130857939 51.04699507865402097195,13.73726905013567467506 51.04696640345409264228,13.73689927532847931957 51.04693463732015601408,13.73612179273400002444 51.04683495357009093141,13.73539904639837239131 51.04674232284764912038,13.73486859080470523509 51.04666721029813913901,13.73486571991911020518 51.04666681050996857039,13.73483262955256023474 51.04666392527190055262,13.73437971833921800169 51.04659802235531884662,13.73407612977980285507 51.04653588463400382125,13.73370993500642711638 51.04646092735197271395,13.73353012190840161111 51.04643485987313766827,13.73350758485632461259 51.0464315940193458232,13.73345149821957456027 51.04642345911892675758,13.73341956836913269058 51.04641883244431710409,13.73339603253168839103 51.04658607886002386067,13.73340240503113030002 51.04662337847799591373,13.73341650210881503824 51.04670594207787104324,13.73344265969169342156 51.04679092058091782746,13.73349325349325589229 51.04684458988671735824,13.73350596743853202497 51.04685809110359429042,13.73353274125767420344 51.04688648403080009075,13.73354312613390781905 51.04689750494482325394,13.73357122499122340287 51.04694584045759597757,13.73360024030143655693 51.04701811596326876952,13.7336170414830736064 51.04713755268745956073,13.73358253152681207609 51.04723117235300122729,13.73356261314200565948 51.04728095694201073229,13.73352184126652275609 51.04738289908968340569,13.73339355319106580566 51.04770366084138544238,13.73323855099429025017 51.04812763197867298004,13.73306616264073554134 51.04850216038206411895,13.73275592641500786328 51.04924410886233232532,13.73272736851553332826 51.04931241488198878642,13.7324456798314127326 51.04998606534639549182,13.73236345590820484119 51.05027563458637018812,13.73231205591200598803 51.0505555290458872264,13.73243832143731779638 51.05099507676179371174,13.73223469085622738817 51.05099626725282035977,13.7321453134296298515 51.05099364475606904534,13.73214489453848052847 51.05109017698892870385,13.73214859970627799157 51.05120423791982631201,13.73211177962236817507 51.05123384770388383913,13.73183066575147037724 51.05122230825775631047,13.73167149023191413448 51.05126430424423489285,13.73171959077113868375 51.0513098473214625983,13.73180821916396965321 51.05139376574783227625,13.73192353892390471515 51.05148905565351924452,13.7320055591204894796 51.05154095321607599089,13.73216177847496233255 51.05162865599148602769,13.73239213598340136002 51.05173665929151383125,13.73251530804440001532 51.05188410254249475884,13.73260160492026393797 51.05198740439406890346,13.73260180246028205886 51.0519876421497755814,13.73258791877252349423 51.05200163558302506317,13.73256393194814961589 51.05202733788672730952,13.73200400662125453266 51.0526274650554796608,13.73176777788658142754 51.0528998320443463399,13.73151036601144525662 51.05317869530529151234,13.73133126679218385391 51.05339814687879851363,13.73099546168934459445 51.05374059194285507601,13.73083278757566283446 51.0539296821860020259,13.73052155493039983014 51.05429144774305427745,13.73085169068097854961 51.05443222868787245261,13.7315137895640049237 51.05468786313412721256,13.73215635040515181231 51.05494338975015011783,13.73318601004797301357 51.05535345228386745475,13.73339979899935414664 51.05544504171993480668,13.73346455668349896939 51.05547183365149521705,13.73460205270268552624 51.05594243929765951862,13.73480571159393548442 51.055926343718844862,13.73487633664115215026 51.05592188340040848971,13.73495603282642463228 51.05588877101821054794,13.73507475468694316589 51.05579334670384383799,13.73521940732286772402 51.05565900296980430539,13.73545677702322365121 51.05547076981163456821,13.73570179203827734682 51.05530614423323498841,13.73602172229679219129 51.05513187868044866491,13.73619834047004850675 51.05504230423862566113,13.73633288547610931118 51.05501330923859626409,13.73655896870354098382 51.05493854977233070258,13.73679284530807720444 51.0548537031690443655,13.73707458230231281959 51.05473252051520205441,13.73739445562305405701 51.05459463576553957864,13.73771411833012301429 51.05446914903953370413,13.73800740253933660995 51.05436234256762162431,13.73805990271271326719 51.05434322407570846281,13.73874899826229878386 51.05411812517179726001,13.73884834109842856265 51.05426089162016722867,13.73892578942355235938 51.05437219308388563377,13.73926857000569334843 51.05486478875648970188,13.73935463399927847661 51.05498845183112877066,13.73935488124059389747 51.05498880521997762116,13.73935774589907587995 51.05499292248043019526,13.73948902575354047428 51.05495771682679873038,13.7396072787955247918 51.05492426983175136002,13.73960943581328564278 51.05492365460060710802,13.74027424055224244626 51.05473560515758890688,13.7402983627985655346 51.0547300467805555968,13.74032251234847556987 51.05472453365719331941,13.74034668920203294817 51.0547190657874949693,13.74037089311537229719 51.05471365216168777579,13.74039511031193327995 51.05470827464552030506,13.74041936883290482285 51.05470295152694859553,13.74044365441386794657 51.05469768265221119918,13.74046795327822678701 51.05469244988706378763,13.74049229346722711398 51.05468727151947661014,13.7405166466958164051 51.05468213825169243592,13.74054104124919106766 51.05467705938141875777,13.74056544884230390835 51.05467202561094808289,13.74058988373971956776 51.05466703709395659416,13.74061433167700307934 51.054662093676739687,13.74063882093935440309 51.05465720465695511621,13.740663323241697924 51.05465236073691670526,13.74068785284862670437 51.05464756207031484792,13.74071240951632510985 51.05464281764738387892,13.74073699348872956705 51.05463811847784683096,13.74076159025755217158 51.05463347339826185589,13.74078621457509541415 51.05462886458181515081,13.74081086570982890294 51.05462431899921682543,13.74083553012892622291 51.05461980952603795458,13.74086022160922304636 51.05461535429643049611,13.74088494039463625995 51.05461094432015300981,13.74090967197692947366 51.05460658843372812044,13.74093443086448296242 51.05460227780061899239,13.74095920279288307597 51.05459801226708549393,13.74098400178285395157 51.05459380097708077528,13.74100881381381888957 51.05458963478666589708,13.7410336529065197908 51.05458552283970163899,13.7410585193048468966 51.05458145614598208795,13.74205099313562250529 51.05446126987127541952,13.74285144754849774529 51.05440385737912833974,13.74377733103746734855 51.05436662776946832309,13.74467651925141709057 51.05436887054736416758,13.74542495638480943398 51.05438813941321996026,13.74615383897119791357 51.05444148348782817948,13.74675089426930618686 51.05453223792540740078,13.74676768775936075428 51.05449066683418379853,13.7469009683705110092 51.05416725569310898436,13.74705154432814957488 51.05380193420862156017,13.74705329669170517093 51.05379812023619479078,13.74712894417308106654 51.05363350925373566724,13.74716545192679717502 51.05350045548096460379,13.74717403380998526075 51.05341931491622631256,13.74717409893502306772 51.05341066267822469626,13.74717457347730942274 51.05334697308998670451,13.74717791372341757494 51.05325174746056404729,13.74717036301132111475 51.05313024482882156008,13.74716857692978067007 51.05310125965748113686,13.74716615199641900347 51.0530478340176614438,13.74713613940322254336 51.0529506905722385568,13.74709828527111632468 51.05282816611473606372,13.74705304143965811647 51.05274197903388966324,13.74689035453604191162 51.05233661684067669739,13.74680570054861483698 51.05212050976400206537,13.74671507402727321789 51.05188994997541129806,13.74671838954346547723 51.05182262534408010879,13.74661959175943515277 51.05178062485703094353,13.74647970006417452282 51.05173291909110844244,13.74674914882106691039 51.05174870467887870973,13.74675638243088471313 51.05174871030715166853,13.74700053086235307376 51.05174877424978774343,13.74690989543661778782 51.05164170458638039918,13.7468689820356537723 51.05159336087471189103,13.74666871968503834012 51.05136875672331342457,13.74662061213519415048 51.05131368104317601819,13.74660837744112384939 51.05129968282120955791,13.74576808183229736926 51.05033750420462723696,13.74550016813482145039 51.05000436533374141845,13.74505120197972551921 51.04946559314291931742,13.74489596576156635876 51.04929602908037367115,13.74478622587735365812 51.04917615349361881272,13.74476800298462286776 51.04915624538346463623,13.74347629700526773888 51.04761424057980434554,13.74346384511498797565 51.0475993763613757892,13.74314944466428833891 51.04724658614661336742,13.74312046591591141009 51.04722089657528272255,13.74305101523081873438 51.04715930378283417213,13.74297021658304984726 51.04708582619871037878,13.74285014758939205137 51.04700058609163448864,13.74272665498186540844 51.04690850141555102937,13.74257754605534564973 51.04683202240568817842,13.74241776393206748708 51.0467508959350340092,13.74227164996498373739 51.04669713779460238356,13.74208625222774138308 51.04663160760777174119,13.74165043474302194682 51.04649048462722049635,13.7416223909721537666 51.04648140560180280545,13.74161889919895962464 51.04648022590626510464,13.7411979394314336389 51.04633843386727676261,13.74115486427868582098 51.04639127067320458764,13.74112235449624286332 51.04643116361408061721,13.74108437017155992521 51.04647776021715088746,13.74107766439580124995 51.04648409990207369447,13.7409662271819748014 51.04658959450451760631,13.74093645699766419455 51.04661777760215812805,13.74088928049482660754 51.04666243156483318444,13.74063048559477806521 51.04678783645675110847,13.74058335820016729656 51.04681067409639894095,13.74056566757126951472 51.04681595111594560876,13.74017260426186126665 51.04693318122397016623,13.74009301049025388863 51.04695691867084406113,13.73989902606685831188 51.04697341542601662923))";2022-12-31 15:03:28
1018;17.8373236086888;17.84;"02";"Pirnaische Vorstadt";"SRID=4326;POLYGON((13.75016590767103785709 51.04618615391294156325,13.74987485255959818176 51.04568215554186849658,13.74975349003807423287 51.04551639548446928529,13.74971295660060022215 51.04546642456912053376,13.74912474527764594256 51.04474125274875007108,13.7491166410912217799 51.04474659769959288269,13.74856436417041294362 51.04511072373455959905,13.74803730777465204937 51.04546241042935861287,13.74748339806538233177 51.04583005527737782359,13.74728862711298305044 51.04595932832991422856,13.7470664508086244382 51.04612526616316614536,13.74699404180276474108 51.04615953595021693445,13.74699155341614797976 51.04616071341570204822,13.74692591857060364191 51.04615741970296483032,13.74688150511432560563 51.04612846301964879103,13.74681557832576039857 51.04605193711213928509,13.74672616469760555447 51.04594811770166984388,13.74664488318616051288 51.04584852216169821304,13.74659402078258452207 51.04586770701935449779,13.74649360751118543078 51.04590557814257323344,13.74558273218322135278 51.04623431409417833038,13.74539577746037544159 51.04603584871339450046,13.74536769006104286461 51.04600603254129254083,13.74533162022685139902 51.04597877456651389139,13.74481506920103512925 51.04542735616044524249,13.74412857142484511996 51.04469449700175687212,13.74392052892707560829 51.04447239856133222702,13.74380119304711911354 51.04434336292693075166,13.74347084685828512818 51.04398615816331385986,13.74314135112280510498 51.04362986805549695646,13.74298476987424422191 51.04346932457566055064,13.74293321647209253911 51.04345547404297178673,13.74289812283482881128 51.04350463383489255875,13.74289444897772405341 51.04351018788766936041,13.7428444324797034426 51.0435856396995930595,13.74279707662370597632 51.0436544923580726163,13.7427688937753398335 51.04371383895639979755,13.74271298076414460354 51.04383161073513264228,13.74255970043784813583 51.04389269585752941794,13.74222503475380108284 51.04463431656414229565,13.74245619477493640659 51.04486399151936382168,13.74214752424262186992 51.04498950152530056812,13.74196362513111857595 51.04506427619986652644,13.74186704380610457576 51.04510122237275027146,13.74186043305509663526 51.04510375014372414171,13.74182941622350817568 51.0450725886063452208,13.74163544753066013016 51.04511882785065068902,13.74155852993164828035 51.04511712726184669009,13.74158288949634432186 51.04515368485546389365,13.74162993727843229408 51.04522425502914018125,13.74172989638042352567 51.04536487391253984924,13.74180704520474805008 51.04549653301608458378,13.74187594548372537417 51.04563463209314733149,13.74190613317926512593 51.04571199910649426101,13.74192493506076040433 51.04578416255883865915,13.74192811910492650895 51.04583724584459503149,13.7419385734063599358 51.04591949037556730673,13.74193781765626631852 51.0459863533047268902,13.74185030236811755344 51.04617302961351299473,13.74176763135819534511 51.04630146615773611529,13.74175328276377072712 51.04631925246518875383,13.74175106892915465551 51.04632198045043622869,13.74175006476862748173 51.04632323763487278256,13.74164209754040122391 51.04645700428727650433,13.7416223909721537666 51.04648140560180280545,13.74165043474302194682 51.04649048462722049635,13.74208625222774138308 51.04663160760777174119,13.74227164996498373739 51.04669713779460238356,13.74241776393206748708 51.0467508959350340092,13.74257754605534564973 51.04683202240568817842,13.74272665498186540844 51.04690850141555102937,13.74285014758939205137 51.04700058609163448864,13.74297021658304984726 51.04708582619871037878,13.74305101523081873438 51.04715930378283417213,13.74312046591591141009 51.04722089657528272255,13.74314944466428833891 51.04724658614661336742,13.74346384511498797565 51.0475993763613757892,13.74347629700526773888 51.04761424057980434554,13.74476800298462286776 51.04915624538346463623,13.74478622587735365812 51.04917615349361881272,13.74489596576156635876 51.04929602908037367115,13.74505120197972551921 51.04946559314291931742,13.74550016813482145039 51.05000436533374141845,13.74576808183229736926 51.05033750420462723696,13.74660837744112384939 51.05129968282120955791,13.74662061213519415048 51.05131368104317601819,13.74666871968503834012 51.05136875672331342457,13.7468689820356537723 51.05159336087471189103,13.74690989543661778782 51.05164170458638039918,13.74700053086235307376 51.05174877424978774343,13.74675638243088471313 51.05174871030715166853,13.74674914882106691039 51.05174870467887870973,13.74647970006417452282 51.05173291909110844244,13.74661959175943515277 51.05178062485703094353,13.74671838954346547723 51.05182262534408010879,13.74671507402727321789 51.05188994997541129806,13.74680570054861483698 51.05212050976400206537,13.74689035453604191162 51.05233661684067669739,13.74705304143965811647 51.05274197903388966324,13.74709828527111632468 51.05282816611473606372,13.74713613940322254336 51.0529506905722385568,13.74716615199641900347 51.0530478340176614438,13.74716857692978067007 51.05310125965748113686,13.74717036301132111475 51.05313024482882156008,13.74717791372341757494 51.05325174746056404729,13.74717457347730942274 51.05334697308998670451,13.74717409893502306772 51.05341066267822469626,13.74717403380998526075 51.05341931491622631256,13.74716545192679717502 51.05350045548096460379,13.74712894417308106654 51.05363350925373566724,13.74705329669170517093 51.05379812023619479078,13.74705154432814957488 51.05380193420862156017,13.7469009683705110092 51.05416725569310898436,13.74676768775936075428 51.05449066683418379853,13.74675089426930618686 51.05453223792540740078,13.74675116853053857824 51.05453227953577766129,13.74687785995880418 51.05455203924434215423,13.7470169326917286412 51.05457358534641798542,13.74701721568727741385 51.05457282758411707846,13.7471339037392770166 51.05458962093346286792,13.74714759620609605406 51.05459177852362273597,13.74714790613743353731 51.0545909742868389003,13.74728605950121007595 51.05461344546975510639,13.74729437551199495715 51.05461475853702779659,13.74758465437447263469 51.05468519920874115314,13.74848820998615828159 51.05491415153584711106,13.74918931948343825411 51.05511907765561119277,13.74942579881736470782 51.0552010872755914761,13.75021089233391613504 51.05546843502659015712,13.75088020047772729981 51.05570667111791038906,13.75137646799972301892 51.05589793755874694625,13.75191930107034821162 51.05611993315282148842,13.75261843068328282413 51.05639286634816897958,13.7533398862117941519 51.05668862352672476845,13.75402664294673193979 51.05697764833308127663,13.75438236257213553415 51.05709948036020051632,13.75494350573100810209 51.05658934527885151056,13.75494941460447861914 51.05658397294491379625,13.7549706075767357305 51.05656417162443716506,13.75517009947161817252 51.05641542349030714831,13.75531027646992576763 51.05629215048318769732,13.75538769557631368912 51.05621661933302135594,13.75539835851003367395 51.05622105125662812952,13.7553989455732352809 51.05622129491987948313,13.75540522092170547808 51.05622343190368184196,13.75547398290882838978 51.05614464571620914057,13.75557633449828465189 51.0560500893608875117,13.75570130216985909044 51.05594312795174261055,13.75543713383335031608 51.05582677129649482595,13.75519396513220726774 51.05573084465960675971,13.75494617253359130871 51.05563232327314437953,13.75498318755112947542 51.0555955636069924708,13.75505473529768529772 51.05551776237700067895,13.75515424378157902652 51.05555299249586909127,13.75555438232064808801 51.05520933821172491207,13.75594671850071115671 51.05484832422516205952,13.75695223513192999576 51.0539179118057191431,13.75698889891077136838 51.05387678623231551001,13.7571125774339382275 51.05392161175186060973,13.75733873913303106917 51.05397865014762004421,13.75754576084202618347 51.05403086769099019193,13.75766154282415065779 51.05408341987172349263,13.7576819394064262525 51.0540649792063447876,13.7578346603042511731 51.05399865249285795699,13.75804318145019600195 51.05397884510360029253,13.75810695541612282966 51.05381532221179696762,13.75819054657166873312 51.05371424942699576377,13.75826453521851178152 51.05359395573860581408,13.75832808367349358036 51.05348629396143422809,13.75835323756542827311 51.05330174897004980039,13.75838023408218546706 51.05312779015385160619,13.75832725546511525749 51.05293576932181309758,13.75821124620657265325 51.05263153130717057593,13.7580557238739267234 51.05224966955402265967,13.7579568407738825897 51.05199450022815454986,13.75790437462870485774 51.05185911085229122364,13.75776631199250843451 51.05147118417332308127,13.7574654081635436853 51.0505941398764520045,13.75734987817736865168 51.05025061072519321215,13.75717305462582729092 51.04972481151617813566,13.75696503998072728336 51.0493406721717164487,13.75664175446980586059 51.04874364996957325502,13.75636243659910284975 51.04829136905896547205,13.75573697308785803273 51.04727856582703537924,13.75572731033203055517 51.04726291787135039613,13.75550676191562615713 51.04709966000642396011,13.75534884093147702799 51.04689713141075912972,13.7551181241502913366 51.04659869157281804064,13.75488002974268653134 51.04626319396064104694,13.75479715054416196551 51.04615547557070698304,13.75474542702745672784 51.04608825127667870447,13.75471330714371553938 51.04604648784200549017,13.75448615514940264859 51.04578511731971701693,13.75439573974122531297 51.04569185978399303849,13.75409713119760901634 51.04579375022147047503,13.7540363836358832117 51.04578015191896156466,13.75360692911293369889 51.04575012251330434765,13.75360121904303589702 51.04574972887589012771,13.75319864405247294314 51.04523663566362756683,13.75319716801752889523 51.04523475839072688132,13.75314996128467548431 51.04519974007661176074,13.75308140670275669493 51.04518036638493327928,13.75303299329820383434 51.04518699733634434779,13.75301555635125971833 51.04518938503478153734,13.75222208140223756345 51.04546545000720669805,13.7513935608430362123 51.04576694472461895202,13.75133743752211401556 51.04578598100442832219,13.75054675356850886203 51.04605416422736396953,13.75035633801945955668 51.04612015930383250861,13.75016590767103785709 51.04618615391294156325))";2022-12-31 15:03:28
